"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001491","태종대초등학교","02","공립","N","","1","12","12","1","18","18","1","7","7","1","24","24","1","24","24","1","12","12","1","4","4","0","0","0","7","101","14.4","10","10.1"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001492","토성초등학교","02","공립","N","","3","51","17","3","64","21.3","3","73","24.3","4","81","20.3","4","78","19.5","4","77","19.3","2","7","3.5","0","0","0","23","431","18.7","27","16"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001493","하남초등학교","02","공립","N","","4","90","22.5","4","82","20.5","6","120","20","5","110","22","5","113","22.6","5","115","23","2","11","5.5","0","0","0","31","641","20.7","38","16.9"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001494","하단초등학교","02","공립","N","","2","35","17.5","2","46","23","2","49","24.5","2","43","21.5","3","65","21.7","3","63","21","2","10","5","0","0","0","16","311","19.4","19","16.4"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001495","화랑초등학교","02","공립","N","","2","28","14","2","35","17.5","2","38","19","2","26","13","1","26","26","2","28","14","1","4","4","0","0","0","12","185","15.4","14","13.2"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001496","효림초등학교","02","공립","N","","5","93","18.6","4","85","21.3","4","87","21.8","5","105","21","4","90","22.5","6","130","21.7","1","4","4","0","0","0","29","594","20.5","35","17"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001645","강동초등학교","02","공립","N","","5","117","23.4","5","116","23.2","6","142","23.7","6","141","23.5","5","123","24.6","6","143","23.8","1","9","9","0","0","0","34","791","23.3","42","18.8"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001646","광남초등학교","02","공립","N","","4","88","22","4","85","21.3","6","117","19.5","5","106","21.2","6","120","20","6","130","21.7","1","5","5","0","0","0","32","651","20.3","35","18.6"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001647","광안초등학교","02","공립","N","","4","96","24","5","115","23","5","126","25.2","5","115","23","5","124","24.8","6","140","23.3","2","14","7","0","0","0","32","730","22.8","38","19.2"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001648","교리초등학교","02","공립","N","","4","83","20.8","4","94","23.5","4","85","21.3","5","112","22.4","4","92","23","5","114","22.8","1","4","4","0","0","0","27","584","21.6","32","18.3"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001649","기장초등학교","02","공립","N","","3","63","21","4","82","20.5","4","77","19.3","3","74","24.7","5","96","19.2","5","106","21.2","1","6","6","0","0","0","25","504","20.2","30","16.8"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001650","남천초등학교","02","공립","N","","7","151","21.6","7","148","21.1","7","160","22.9","6","150","25","6","139","23.2","5","123","24.6","2","12","6","0","0","0","40","883","22.1","49","18"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001651","용암초등학교","02","공립","N","","1","20","20","1","15","15","1","7","7","1","13","13","1","12","12","1","9","9","1","5","5","0","0","0","7","81","11.6","9","9"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001652","대청초등학교","02","공립","N","","3","73","24.3","3","72","24","4","76","19","4","78","19.5","4","82","20.5","4","96","24","1","7","7","0","0","0","23","484","21","29","16.7"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001653","동백초등학교","02","공립","N","","4","100","25","5","118","23.6","5","109","21.8","6","130","21.7","5","105","21","5","116","23.2","1","7","7","0","0","0","31","685","22.1","38","18"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001654","망미초등학교","02","공립","N","","3","50","16.7","3","59","19.7","4","73","18.3","4","77","19.3","4","81","20.3","4","95","23.8","1","7","7","0","0","0","23","442","19.2","28","15.8"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001655","민락초등학교","02","공립","N","","5","107","21.4","5","112","22.4","5","107","21.4","5","116","23.2","4","83","20.8","5","116","23.2","1","6","6","0","0","0","30","647","21.6","35","18.5"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001656","민안초등학교","02","공립","N","","3","61","20.3","3","67","22.3","4","79","19.8","3","58","19.3","3","60","20","3","57","19","2","8","4","0","0","0","21","390","18.6","24","16.3"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001657","반산초등학교","02","공립","N","","2","33","16.5","3","51","17","3","53","17.7","3","53","17.7","5","74","14.8","4","79","19.8","2","11","5.5","0","0","0","22","354","16.1","25","14.2"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001658","반석초등학교","02","공립","N","","1","9","9","1","12","12","1","8","8","1","12","12","1","10","10","1","17","17","1","3","3","0","0","0","7","71","10.1","10","7.1"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001659","반송초등학교","02","공립","N","","1","14","14","1","11","11","1","21","21","2","27","13.5","3","24","8","2","32","16","1","6","6","0","0","0","11","135","12.3","15","9"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001660","반안초등학교","02","공립","N","","4","80","20","3","62","20.7","5","96","19.2","4","89","22.3","5","113","22.6","5","107","21.4","1","5","5","0","0","0","27","552","20.4","33","16.7"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001661","반여초등학교","02","공립","N","","2","26","13","2","28","14","2","28","14","2","40","20","2","27","13.5","3","52","17.3","3","16","5.3","0","0","0","16","217","13.6","18","12.1"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001662","배산초등학교","02","공립","N","","3","69","23","4","93","23.3","4","99","24.8","4","97","24.3","4","82","20.5","4","88","22","2","12","6","0","0","0","25","540","21.6","29","18.6"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001663","부흥초등학교","02","공립","N","","4","97","24.3","5","114","22.8","5","124","24.8","6","140","23.3","5","128","25.6","7","183","26.1","1","2","2","0","0","0","33","788","23.9","40","19.7"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001664","상당초등학교","02","공립","N","","4","99","24.8","5","117","23.4","6","151","25.2","5","122","24.4","6","134","22.3","6","144","24","1","7","7","0","0","0","33","774","23.5","38","20.4"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001665","송운초등학교","02","공립","N","","3","47","15.7","3","54","18","3","56","18.7","2","54","27","3","55","18.3","3","61","20.3","1","6","6","0","0","0","18","333","18.5","21","15.9"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001666","송정초등학교","02","공립","N","","1","22","22","2","34","17","2","41","20.5","2","48","24","3","52","17.3","3","52","17.3","2","7","3.5","0","0","0","15","256","17.1","18","14.2"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001667","수미초등학교","02","공립","N","","2","47","23.5","4","83","20.8","4","77","19.3","3","74","24.7","4","83","20.8","4","91","22.8","2","12","6","0","0","0","23","467","20.3","30","15.6"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001668","수영초등학교","02","공립","N","","4","86","21.5","5","106","21.2","5","110","22","6","121","20.2","6","153","25.5","6","154","25.7","2","13","6.5","0","0","0","34","743","21.9","42","17.7"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001669","신곡초등학교","02","공립","N","","3","57","19","4","84","21","4","85","21.3","4","93","23.3","4","85","21.3","5","120","24","1","6","6","0","0","0","25","530","21.2","30","17.7"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001670","신도초등학교","02","공립","N","","4","80","20","4","92","23","5","111","22.2","4","83","20.8","4","106","26.5","5","111","22.2","1","7","7","0","0","0","27","590","21.9","33","17.9"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001671","신재초등학교","02","공립","N","","3","50","16.7","3","56","18.7","4","75","18.8","2","46","23","3","69","23","3","58","19.3","1","7","7","0","0","0","19","361","19","22","16.4"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001672","신진초등학교","02","공립","N","","1","24","24","2","35","17.5","2","28","14","2","33","16.5","2","30","15","2","35","17.5","1","4","4","0","0","0","12","189","15.8","15","12.6"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001673","양운초등학교","02","공립","N","","2","34","17","3","60","20","3","50","16.7","3","58","19.3","4","86","21.5","3","63","21","1","7","7","0","0","0","19","358","18.8","23","15.6"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001674","운봉초등학교","02","공립","N","","1","9","9","1","19","19","1","19","19","2","27","13.5","2","23","11.5","2","28","14","2","8","4","0","0","0","11","133","12.1","15","8.9"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001675","운송초등학교","02","공립","N","","1","7","7","1","21","21","1","12","12","1","11","11","1","15","15","1","15","15","1","4","4","0","0","0","7","85","12.1","8","10.6"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001676","월내초등학교","02","공립","N","","2","22","11","2","27","13.5","2","29","14.5","2","26","13","2","27","13.5","2","24","12","1","5","5","0","0","0","13","160","12.3","15","10.7"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001677","월평초등학교","02","공립","N","","1","15","15","1","9","9","1","9","9","1","9","9","1","11","11","1","15","15","1","5","5","0","0","0","7","73","10.4","9","8.1"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001680","장산초등학교","02","공립","N","","4","93","23.3","4","89","22.3","6","136","22.7","6","130","21.7","6","132","22","6","143","23.8","1","7","7","0","0","0","33","730","22.1","40","18.3"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001681","장안초등학교","02","공립","N","","1","10","10","1","14","14","1","9","9","1","9","9","1","11","11","1","8","8","0","0","0","0","0","0","6","61","10.2","9","6.8"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001682","재송초등학교","02","공립","N","","3","51","17","3","62","20.7","3","61","20.3","3","76","25.3","3","63","21","5","87","17.4","2","11","5.5","0","0","0","22","411","18.7","25","16.4"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001683","정관초등학교","02","공립","N","","7","182","26","8","226","28.3","8","216","27","9","247","27.4","8","219","27.4","9","231","25.7","1","6","6","0","0","0","50","1327","26.5","59","22.5"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001684","좌동초등학교","02","공립","N","","3","58","19.3","3","65","21.7","3","59","19.7","4","77","19.3","4","84","21","5","111","22.2","1","7","7","0","0","0","23","461","20","29","15.9"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001685","좌산초등학교","02","공립","N","","3","67","22.3","3","79","26.3","4","85","21.3","3","69","23","4","97","24.3","4","79","19.8","1","5","5","0","0","0","22","481","21.9","26","18.5"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001686","좌천초등학교","02","공립","N","","1","9","9","1","10","10","1","9","9","1","9","9","1","3","3","1","11","11","1","6","6","0","0","0","7","57","8.1","8","7.1"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001687","죽성초등학교","02","공립","N","","1","14","14","1","16","16","1","14","14","1","17","17","1","5","5","1","9","9","1","4","4","0","0","0","7","79","11.3","10","7.9"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001688","철마초등학교","02","공립","N","","1","17","17","1","16","16","1","16","16","1","17","17","1","13","13","1","21","21","0","0","0","0","0","0","6","100","16.7","9","11.1"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001689","칠암초등학교","02","공립","N","","1","10","10","1","12","12","1","9","9","1","10","10","1","8","8","1","7","7","1","6","6","0","0","0","7","62","8.9","10","6.2"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001690","해강초등학교","02","공립","N","","4","112","28","5","118","23.6","6","143","23.8","6","131","21.8","5","133","26.6","6","124","20.7","1","6","6","0","0","0","33","767","23.2","40","19.2"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001691","해동초등학교","02","공립","N","","2","28","14","3","54","18","3","55","18.3","3","57","19","3","68","22.7","4","84","21","1","3","3","0","0","0","19","349","18.4","22","15.9"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001692","해림초등학교","02","공립","N","","6","130","21.7","7","182","26","7","162","23.1","6","148","24.7","7","180","25.7","7","173","24.7","1","4","4","0","0","0","41","979","23.9","49","20"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001693","해송초등학교","02","공립","N","","4","97","24.3","4","98","24.5","5","124","24.8","5","118","23.6","5","105","21","6","123","20.5","1","6","6","0","0","0","30","671","22.4","38","17.7"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001694","해운대초등학교","02","공립","N","","7","165","23.6","8","169","21.1","7","186","26.6","7","171","24.4","6","156","26","6","152","25.3","1","5","5","0","0","0","42","1004","23.9","49","20.5"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001695","호암초등학교","02","공립","N","","4","78","19.5","4","85","21.3","4","90","22.5","4","90","22.5","3","64","21.3","4","82","20.5","1","7","7","0","0","0","24","496","20.7","28","17.7"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 동래구","S020001814","충렬초등학교","02","공립","N","","1","14","14","1","17","17","1","19","19","1","24","24","1","20","20","2","31","15.5","1","3","3","0","0","0","8","128","16","10","12.8"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001826","금명초등학교","02","공립","N","","3","61","20.3","3","70","23.3","4","87","21.8","4","93","23.3","4","95","23.8","4","98","24.5","1","6","6","0","0","0","23","510","22.2","28","18.2"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001840","명진초등학교","02","공립","N","","4","84","21","4","89","22.3","5","109","21.8","5","116","23.2","4","86","21.5","5","127","25.4","1","3","3","0","0","0","28","614","21.9","35","17.5"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001841","학사초등학교","02","공립","N","","4","78","19.5","3","61","20.3","3","61","20.3","4","80","20","4","85","21.3","3","73","24.3","1","4","4","0","0","0","22","442","20.1","25","17.7"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001842","화잠초등학교","02","공립","N","","3","70","23.3","4","76","19","4","80","20","3","74","24.7","3","65","21.7","3","74","24.7","1","7","7","0","0","0","21","446","21.2","25","17.8"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001843","인지초등학교","02","공립","N","","3","54","18","4","82","20.5","5","96","19.2","4","85","21.3","5","114","22.8","5","118","23.6","1","6","6","0","0","0","27","555","20.6","33","16.8"
"부산광역시교육청","부산광역시남부교육지원청","부산광역시 남구","S020001867","용문초등학교","02","공립","N","","5","116","23.2","5","131","26.2","7","162","23.1","6","150","25","6","157","26.2","7","188","26.9","0","0","0","0","0","0","36","904","25.1","45","20.1"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001870","을숙도초등학교","02","공립","N","","3","70","23.3","4","92","23","5","108","21.6","5","105","21","5","105","21","5","122","24.4","2","8","4","0","0","0","29","610","21","35","17.4"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 금정구","S020001872","금샘초등학교","02","공립","N","","1","20","20","2","26","13","2","31","15.5","1","23","23","2","29","14.5","2","32","16","2","7","3.5","0","0","0","12","168","14","17","9.9"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001873","신덕초등학교","02","공립","N","","2","33","16.5","2","41","20.5","3","47","15.7","2","43","21.5","2","38","19","3","57","19","2","10","5","0","0","0","16","269","16.8","19","14.2"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001874","상학초등학교","02","공립","N","","2","48","24","2","46","23","2","49","24.5","2","43","21.5","2","38","19","2","35","17.5","1","4","4","0","0","0","13","263","20.2","15","17.5"
"부산광역시교육청","부산광역시남부교육지원청","부산광역시 부산진구","S020001890","동양초등학교","02","공립","N","","2","32","16","2","25","12.5","2","37","18.5","2","30","15","2","35","17.5","3","57","19","1","4","4","0","0","0","14","220","15.7","16","13.8"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001891","보림초등학교","02","공립","N","","4","77","19.3","4","79","19.8","4","79","19.8","4","87","21.8","4","79","19.8","5","105","21","3","18","6","0","0","0","28","524","18.7","33","15.9"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001892","무정초등학교","02","공립","N","","3","66","22","4","68","17","3","51","17","4","69","17.3","3","57","19","4","74","18.5","1","8","8","0","0","0","22","393","17.9","26","15.1"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 금정구","S020001902","두실초등학교","02","공립","N","","5","125","25","5","126","25.2","5","123","24.6","5","126","25.2","6","145","24.2","6","141","23.5","1","7","7","0","0","0","33","793","24","41","19.3"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 동래구","S020001903","안진초등학교","02","공립","N","","2","45","22.5","3","66","22","3","81","27","3","83","27.7","3","61","20.3","4","86","21.5","1","6","6","0","0","0","19","428","22.5","22","19.5"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001904","삼어초등학교","02","공립","N","","2","38","19","2","48","24","3","52","17.3","3","54","18","3","56","18.7","3","54","18","1","5","5","0","0","0","17","307","18.1","20","15.4"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001905","센텀초등학교","02","공립","N","","8","195","24.4","7","204","29.1","9","236","26.2","10","263","26.3","9","241","26.8","12","306","25.5","1","4","4","0","0","0","56","1449","25.9","66","22"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001906","송수초등학교","02","공립","N","","5","123","24.6","6","136","22.7","6","151","25.2","7","184","26.3","7","166","23.7","6","151","25.2","1","6","6","0","0","0","38","917","24.1","45","20.4"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 사상구","S020001912","주양초등학교","02","공립","N","","2","40","20","3","52","17.3","3","52","17.3","3","50","16.7","3","60","20","3","61","20.3","1","5","5","0","0","0","18","320","17.8","24","13.3"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 동래구","S020001917","예원초등학교","02","공립","N","","4","105","26.3","5","148","29.6","6","152","25.3","6","158","26.3","6","148","24.7","9","219","24.3","1","5","5","0","0","0","37","935","25.3","46","20.3"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001997","몰운대초등학교","02","공립","N","","5","112","22.4","5","115","23","7","162","23.1","6","146","24.3","6","137","22.8","7","168","24","2","6","3","0","0","0","38","846","22.3","45","18.8"
"부산광역시교육청","부산광역시남부교육지원청","부산광역시 남구","S020002001","오륙도초등학교","02","공립","N","","3","63","21","4","82","20.5","4","92","23","4","76","19","4","92","23","5","109","21.8","0","0","0","0","0","0","24","514","21.4","27","19"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002003","내리초등학교","02","공립","N","","1","23","23","2","31","15.5","2","25","12.5","2","33","16.5","1","16","16","1","19","19","1","3","3","0","0","0","10","150","15","14","10.7"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020002006","명호초등학교","02","공립","N","","7","187","26.7","9","238","26.4","10","264","26.4","11","279","25.4","10","261","26.1","11","277","25.2","2","9","4.5","0","0","0","60","1515","25.3","74","20.5"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002010","신정초등학교","02","공립","N","","4","87","21.8","5","105","21","6","140","23.3","5","129","25.8","5","121","24.2","6","151","25.2","1","8","8","0","0","0","32","741","23.2","40","18.5"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002016","달산초등학교","02","공립","N","","4","91","22.8","5","107","21.4","5","110","22","4","105","26.3","4","104","26","5","127","25.4","1","7","7","0","0","0","28","651","23.3","32","20.3"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020002041","남명초등학교","02","공립","N","","5","109","21.8","5","123","24.6","6","156","26","6","138","23","5","118","23.6","6","144","24","1","8","8","0","0","0","34","796","23.4","43","18.5"
"부산광역시교육청","부산광역시남부교육지원청","부산광역시 남구","S020002045","용소초등학교","02","공립","N","","5","138","27.6","7","194","27.7","7","191","27.3","7","204","29.1","8","202","25.3","8","215","26.9","1","4","4","0","0","0","43","1148","26.7","52","22.1"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002053","방곡초등학교","02","공립","N","","6","135","22.5","6","158","26.3","8","206","25.8","8","196","24.5","8","172","21.5","8","212","26.5","1","8","8","0","0","0","45","1087","24.2","54","20.1"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020002054","녹산초등학교","02","공립","N","","8","169","21.1","8","196","24.5","8","201","25.1","9","208","23.1","8","201","25.1","8","192","24","2","12","6","0","0","0","51","1179","23.1","59","20"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020002055","해원초등학교","02","공립","N","","7","166","23.7","7","181","25.9","8","196","24.5","7","176","25.1","7","172","24.6","8","209","26.1","1","4","4","0","0","0","45","1104","24.5","54","20.4"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 동래구","S020002066","온샘초등학교","02","공립","N","","9","250","27.8","9","259","28.8","9","244","27.1","7","200","28.6","7","183","26.1","6","153","25.5","1","6","6","0","0","0","48","1295","27","55","23.5"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002071","정원초등학교","02","공립","N","","6","133","22.2","7","163","23.3","7","187","26.7","8","203","25.4","9","219","24.3","10","245","24.5","1","7","7","0","0","0","48","1157","24.1","58","19.9"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020002091","부산알로이시오초등학교","02","사립","N","","1","9","9","1","8","8","1","8","8","1","3","3","1","6","6","1","6","6","2","2","1","0","0","0","8","42","5.3","10","4.2"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 금정구","S020002149","금빛초등학교","02","공립","N","","5","117","23.4","5","111","22.2","5","133","26.6","5","112","22.4","5","124","24.8","6","135","22.5","2","7","3.5","0","0","0","33","739","22.4","38","19.4"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020002177","화정초등학교","02","공립","N","","4","97","24.3","5","122","24.4","6","131","21.8","6","132","22","5","111","22.2","5","123","24.6","1","4","4","0","0","0","32","720","22.5","37","19.5"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002182","모전초등학교","02","공립","N","","8","195","24.4","11","269","24.5","11","270","24.5","12","298","24.8","11","279","25.4","11","278","25.3","0","0","0","0","0","0","64","1589","24.8","76","20.9"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002198","가동초등학교","02","공립","N","","5","128","25.6","6","140","23.3","7","164","23.4","8","194","24.3","8","181","22.6","8","185","23.1","1","8","8","0","0","0","43","1000","23.3","53","18.9"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020002202","송정초등학교","02","공립","N","","5","120","24","6","129","21.5","7","148","21.1","6","137","22.8","5","126","25.2","5","122","24.4","2","12","6","0","0","0","36","794","22.1","42","18.9"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020002213","오션초등학교","02","공립","N","","6","137","22.8","8","172","21.5","9","221","24.6","7","183","26.1","8","183","22.9","8","180","22.5","2","14","7","0","0","0","48","1090","22.7","57","19.1"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020002232","신명초등학교","02","공립","N","","6","149","24.8","8","192","24","9","205","22.8","8","188","23.5","9","212","23.6","9","219","24.3","2","12","6","0","0","0","51","1177","23.1","61","19.3"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020002257","명일초등학교","02","공립","N","","7","157","22.4","7","164","23.4","6","146","24.3","6","152","25.3","6","140","23.3","5","113","22.6","2","13","6.5","0","0","0","39","885","22.7","47","18.8"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020002276","명원초등학교","02","공립","N","","10","230","23","8","224","28","10","247","24.7","10","243","24.3","10","239","23.9","9","231","25.7","1","8","8","0","0","0","58","1422","24.5","69","20.6"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002277","일광초등학교","02","공립","N","","7","187","26.7","7","174","24.9","7","191","27.3","7","178","25.4","7","178","25.4","7","176","25.1","1","6","6","0","0","0","43","1090","25.3","53","20.6"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002312","해빛초등학교","02","공립","N","","6","156","26","8","194","24.3","7","180","25.7","7","179","25.6","5","143","28.6","5","129","25.8","1","7","7","0","0","0","39","988","25.3","46","21.5"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020002361","명문초등학교","02","공립","N","","10","245","24.5","9","232","25.8","7","202","28.9","6","153","25.5","4","118","29.5","3","64","21.3","1","8","8","0","0","0","40","1022","25.6","45","22.7"