매장명,위도,경도,구,주소,전화번호,매장타입
사당역,37.47849216,126.9813456,동작구,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",1522-3232,general
서강대프라자,37.551073,126.943096,마포구,서울특별시 마포구 백범로 35 (신수동),1522-3232,general
상암YTN,37.579314265546294,126.89221044590168,마포구,서울특별시 마포구 상암산로 76 (상암동),1522-3232,general
마포용강동,37.541186,126.942209,마포구,서울특별시 마포구 토정로 295 (용강동),1522-3232,general
홍대입구역사거리R,37.554636,126.92036,마포구,서울특별시 마포구 양화로 125 (서교동),1522-3232,reserve
마포경찰서후문,37.550800,126.953432,마포구,서울특별시 마포구 마포대로 173-14 (아현동),1522-3232,general
공덕,37.545913,126.952956,마포구,서울특별시 마포구 마포대로 130 (공덕동),1522-3232,general
합정폴리스R,37.5509,126.9134,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",1522-3232,reserve
홍대공항철도역,37.557491,126.925146,마포구,서울특별시 마포구 양화로 178 (동교동),1522-3232,general
마포염리,37.543876,126.94768,마포구,서울특별시 마포구 독막로 311 (염리동),1522-3232,general
서강광흥창역,37.549377,126.931661,마포구,서울특별시 마포구 서강로 69 (창전동),1522-3232,general
합정,37.54997888236882,126.91254036891405,마포구,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",1522-3232,general
서강대흥역,37.548178,126.941576,마포구,서울특별시 마포구 백범로 89-5 (대흥동),1522-3232,general
서교동사거리,37.553376,126.918564,마포구,서울특별시 마포구 양화로 105 (서교동),1522-3232,general
상암사보이시티,37.581462210224295,126.88878549621795,마포구,서울특별시 마포구 월드컵북로54길 17 (상암동),1522-3232,general
신촌오거리,37.555137,126.934694,마포구,서울특별시 마포구 신촌로16길 10 (노고산동),1522-3232,general
상암디지털큐브,37.57613521806125,126.88892643460335,마포구,서울특별시 마포구 상암산로 34,1522-3232,general
상수역,37.5474817,126.92321579999998,마포구,서울특별시 마포구 독막로 88 (상수동),1522-3232,general
공덕오거리,37.5424641,126.95057730000008,마포구,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,1522-3232,general
서강대,37.5524584,126.9378262,마포구,서울특별시 마포구 백범로 23 (신수동),1522-3232,general
상암MBC,37.58094223885055,126.89158543354138,마포구,서울특별시 마포구 성암로 267 (상암동),1522-3232,general
홍대역,37.557175,126.923654,마포구,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",1522-3232,general
동교,37.556928,126.919819,마포구,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",1522-3232,general
애오개역,37.5523207784261,126.955694482104,마포구,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",1522-3232,general
상암DMC,37.57770031657981,126.8909363638002,마포구,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",1522-3232,general
마포일진빌딩,37.54043451,126.9463168,마포구,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",1522-3232,general
마포아크로,37.5413348427548,126.948866602054,마포구,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,1522-3232,general
홍대삼거리,37.55024764,126.9232823,마포구,서울특별시 마포구 와우산로 64 (상수동),1522-3232,general
망원역,37.555829,126.910637,마포구,서울특별시 마포구 월드컵로 74 (서교동),1522-3232,general
마포이마트,37.542421,126.953341,마포구,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,1522-3232,general
합정메세나몰,37.55005846963587,126.91355876250871,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",1522-3232,general
아현역대로,37.557097,126.954834,마포구,서울특별시 마포구 신촌로 262 (아현동),1522-3232,general
디지털미디어시티역,37.57614872684475,126.89894785452836,마포구,서울특별시 마포구 성암로 179 (상암동),1522-3232,general
홍대역8번출구,37.556743503599,126.924166543608,마포구,서울특별시 마포구 양화로 166 (동교동),1522-3232,generalWT
합정푸르지오,37.55094290761422,126.9124826592047,마포구,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",1522-3232,general
홍대동교,37.5583280533329,126.926246501876,마포구,서울특별시 마포구 양화로 192 (동교동),1522-3232,general
망원한강공원,37.55397484916793,126.89592784171348,마포구,서울특별시 마포구 마포나루길 435 (망원동),1522-3232,general
마포구청역,37.5649569864623,126.902554646241,마포구,서울특별시 마포구 월드컵로 200 (성산동) 1층 일부,1522-3232,general
가재울뉴타운,37.57507214454173,126.91635993282007,서대문구,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이2단지별동상가1층)",1522-3232,general
남가좌사거리,37.577386,126.920815,서대문구,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)",1522-3232,general
신촌역,37.55625738,126.934653,서대문구,서울특별시 서대문구 신촌로 73 (창천동),1522-3232,general
연희동,37.566702,126.930475,서대문구,서울특별시 서대문구 연희로 97 (연희동),1522-3232,general
아현역,37.558421,126.956349,서대문구,"서울특별시 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",1522-3232,general
홍제역,37.588658,126.943864,서대문구,서울특별시 서대문구 통일로 451 (홍제동),1522-3232,general
연세백양로,37.562874457,126.937440049,서대문구,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,1522-3232,general
연희DT,37.5702143,126.9339777,서대문구,서울특별시 서대문구 연희로 144 (연희동),1522-3232,generalDT
경기대,37.56367995,126.9646045,서대문구,서울특별시 서대문구 충정로 53 (충정로2가),1522-3232,general
신촌,37.55648577,126.9371155,서대문구,서울특별시 서대문구 연세로 10-1 (창천동),1522-3232,general
이대,37.55848315,126.9459643,서대문구,서울특별시 서대문구 이화여대길 34 (대현동),1522-3232,general
연세종합관,37.561468543,126.941119654,서대문구,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)",1522-3232,general
이대ECC,37.561631,126.94735,서대문구,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호,1522-3232,general
연대,37.558706,126.936727,서대문구,서울특별시 서대문구 연세로 35 (창천동),1522-3232,general
충정로역,37.56137,126.963219,서대문구,서울특별시 서대문구 충정로 23,1522-3232,general
연대동문,37.56648507,126.9463253,서대문구,서울특별시 서대문구 성산로 565 (대신동),1522-3232,general
신촌명물거리,37.557768434,126.938154503,서대문구,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",1522-3232,general
충정타워,37.559869,126.964110,서대문구,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)",1522-3232,general
이대역,37.5570584496013,126.94645370377643,서대문구,서울특별시 서대문구 신촌로 183 (대현동),1522-3232,general
북가좌DT,37.580758,126.911478,서대문구,서울특별시 서대문구 응암로 85 (북가좌동),1522-3232,generalDT
현대신촌,37.5560830579515,126.935844876509,서대문구,서울특별시 서대문구 신촌로 83 (창천동),1522-3232,general
방배로,37.4793434,126.9994968,서초구,서울특별시 서초구 방배로 52 (방배동),1522-3232,general
강남교보타워R,37.5037107773698,127.024335263404,서초구,서울특별시 서초구 강남대로 465 (서초동),1522-3232,reserve
방배다이치빌딩,37.484329,126.995872,서초구,서울특별시 서초구 방배로 114 (방배동),1522-3232,general
센트럴F1,37.505148,127.004395,서초구,서울특별시 서초구 신반포로 176 (반포동),1522-3232,general
서초역이화빌딩,37.487931,127.009126,서초구,서울특별시 서초구 반포대로21길 3 (서초동),1522-3232,general
서초구청,37.484353839,127.030090489,서초구,서울특별시 서초구 남부순환로 2557 (서초동),1522-3232,general
서초우성사거리,37.493545,127.02943,서초구,서울특별시 서초구 강남대로 343 (서초동),1522-3232,general
이수역사거리,37.48585,126.983027,서초구,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)",1522-3232,general
강남대로신사,37.51489,127.019469,서초구,서울특별시 서초구 강남대로 595 (잠원동),1522-3232,general
서울고속터미널,37.5045697,127.0061603,서초구,서울특별시 서초구 신반포로 194 (반포동),1522-3232,general
방배,37.491914,126.99049739999998,서초구,서울특별시 서초구 방배로 211,1522-3232,general
방배카페거리,37.4934767,126.9865297,서초구,서울특별시 서초구 방배중앙로 162 (방배동),1522-3232,general
서초법원,37.492970,127.011875,서초구,서울특별시 서초구 서초대로 274 (서초동),1522-3232,general
청계산입구역,37.447323,127.056250,서초구,서울특별시 서초구 청계산로 203 (신원동),1522-3232,general
사당로데오,37.4772752,126.98216049999996,서초구,서울특별시 서초구 방배천로 5-4(방배동),1522-3232,general
파미에파크R,37.5030521,127.004362,서초구,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,1522-3232,reserve
양재역,37.482379525,127.036853356,서초구,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,1522-3232,reserve
논현역,37.5114376142061,127.020548691552,서초구,서울특별시 서초구 강남대로 557 (잠원동) 1~2층,1522-3232,general
이수역,37.4864664,126.98274029999993,서초구,서울특별시 서초구 동작대로 112 (방배동),1522-3232,general
내방역,37.490004,126.992455,서초구,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩,1522-3232,general
서초파라곤,37.4949424,127.0274216,서초구,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤,1522-3232,general
서울아트센터,37.480866,127.012368,서초구,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,1522-3232,general
서초중앙로,37.501691,127.01152,서초구,서울특별시 서초구 서초중앙로 225,1522-3232,general
센트럴시티,37.504707,127.004459,서초구,서울특별시 서초구 신반포로 176 (반포동),1522-3232,general
강남삼성타운,37.49562035,127.0277144,서초구,서울특별시 서초구 서초대로78길 24 (서초동),1522-3232,general
방배역,37.48200755,126.9976438,서초구,서울특별시 서초구 방배로 84 (방배동),1522-3232,general
반포역,37.508589,127.011959,서초구,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가,1522-3232,general
남부터미널,37.48467334,127.0169464,서초구,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)",1522-3232,general
뉴코아강남,37.51031339,127.0069582,서초구,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽,1522-3232,general
강남서초초교,37.5000875,127.02549090000002,서초구,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)",1522-3232,general
교대,37.4923611,127.0142207,서초구,서울특별시 서초구 서초중앙로 118 (서초동),1522-3232,general
하이브랜드,37.46252023465575,127.03666795290289,서초구,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)",1522-3232,general
신논현역,37.50529,127.023636,서초구,서울특별시 서초구 강남대로 483 (반포동) 청호빌딩,1522-3232,general
영동2교,37.48203954,127.0425748,서초구,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)",1522-3232,general
남부터미널역5번출구,37.48436736,127.0142192,서초구,서울특별시 서초구 효령로 274 (서초동),1522-3232,general
서래마을입구,37.49925284,126.9984801,서초구,서울특별시 서초구 서래로 48 (반포동),1522-3232,general
몬테소리,37.4982695,127.026865,서초구,서울특별시 서초구 강남대로 399 (서초동),1522-3232,general
서초역,37.49067495,127.0086118,서초구,서울특별시 서초구 반포대로 118 (서초동),1522-3232,general
교대법원,37.496329,127.013336,서초구,서울특별시 서초구 서초중앙로 164 (서초동),1522-3232,general
강남GT타워,37.4979079083082,127.026162553761,서초구,"서울특별시 서초구 서초대로 411, GT타워 (서초동)",1522-3232,general
서초동,37.485941,127.021525,서초구,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)",1522-3232,general
서울교대,37.487397,127.015134,서초구,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)",1522-3232,general
강남에비뉴,37.5025778098288,127.024105881331,서초구,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)",1522-3232,general
반포자이,37.507170475349405,127.0099189083483,서초구,서울특별시 서초구 잠원로 24 (반포동),1522-3232,general
서초태우빌딩,37.48870504886586,127.03158117446388,서초구,서울특별시 서초구 강남대로 285 (서초동),1522-3232,general
교대역3번출구,37.4943456632732,127.014900469688,서초구,서울특별시 서초구 서초중앙로24길 10 (서초동),1522-3232,general
반포원베일리,37.504657083267006,126.99903302367885,서초구,서울특별시 서초구 반포대로 291 (반포동),1522-3232,general
강남역우송빌딩,37.4981314601413,127.02527908458,서초구,서울특별시 서초구 서초대로73길 7 (서초동),1522-3232,general
서이초교사거리,37.4918146,127.0252252,서초구,서울특별시 서초구 사임당로 143 (서초동),1522-3232,general
서울웨이브아트센터,37.518807,127.00704,서초구,서울특별시 서초구 잠원로 145-35 (잠원동),1522-3232,general
길음역,37.602139,127.025271,성북구,서울특별시 성북구 정릉로 376 (돈암동),1522-3232,general
미아이마트,37.610678,127.029921,성북구,서울특별시 성북구 도봉로 17 (길음동),1522-3232,general
종암DT,37.5919525,127.0360401,성북구,서울특별시 성북구 종암로 17 (종암동),1522-3232,generalDT
미아,37.607581,127.029303,성북구,서울특별시 성북구 동소문로 314 (하월곡동),1522-3232,general
성신여대정문,37.590910,127.018800,성북구,서울특별시 성북구 보문로34길 62 (동선동2가),1522-3232,general
종암,37.601095,127.033847,성북구,서울특별시 성북구 종암로 122 (종암동),1522-3232,general
삼선교,37.588696,127.00732070000003,성북구,서울특별시 성북구 동소문로 10 (동소문동2가),1522-3232,general
월곡역,37.601718,127.040446,성북구,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)",1522-3232,general
고대,37.58397192,127.0297352,성북구,서울특별시 성북구 고려대로24길 51 (안암동5가),1522-3232,general
현대미아,37.60837822,127.0287483,성북구,서울특별시 성북구 동소문로 315 (길음동) 지하1층,1522-3232,general
성신여대,37.593135,127.018379,성북구,서울특별시 성북구 동소문로24길 12 (동선동1가),1522-3232,general
안암역,37.586319,127.030556,성북구,서울특별시 성북구 고려대로 102-2 (안암동5가),1522-3232,general
한성대입구역,37.589054,127.004839,성북구,서울특별시 성북구 성북로 11 (성북동1가),1522-3232,general
고대안암병원,37.58687889805418,127.02820333331364,성북구,서울특별시 성북구 고려대로 73 (안암동5가),1522-3232,general
장위뉴타운,37.618072316295915,127.05152854027804,성북구,서울특별시 성북구 장월로38길 4 (장위동),1522-3232,general
성신여대입구역,37.59305,127.0167,성북구,서울특별시 성북구 동소문로 105 (동선동4가),1522-3232,general
송파나루역DT,37.51098709,127.1101186,송파구,서울특별시 송파구 오금로 142 (송파동),1522-3232,generalDT
송파헬리오시티,37.4977826892486,127.102851954992,송파구,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",1522-3232,general
잠실시그마타워,37.514567,127.102493,송파구,서울특별시 송파구 올림픽로 289 (신천동),1522-3232,general
문정법원로R,37.487356272840365,127.11911981125742,송파구,서울특별시 송파구 송파대로 201 (문정동),1522-3232,reserve
송파개롱역,37.496956,127.13652,송파구,서울특별시 송파구 오금로 420 (가락동),1522-3232,general
문정하비오,37.48211912934925,127.12354072397868,송파구,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호",1522-3232,general
문정역,37.48529649766194,127.12227677436003,송파구,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호",1522-3232,general
잠실대교남단R,37.515511,127.099006,송파구,서울특별시 송파구 송파대로 570 타워 730 1층,1522-3232,reserve
송파위례,37.478416,127.143161,송파구,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)",1522-3232,general
송파방이DT,37.506564,127.120495,송파구,서울특별시 송파구 오금로 241 (방이동),1522-3232,generalDT
올림픽평화의문,37.5156426,127.11648190000005,송파구,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트,1522-3232,general
송파아이파크,37.47979344097158,127.12242043651424,송파구,서울특별시 송파구 법원로 55 (문정동),1522-3232,general
송파사거리,37.5022788,127.1103904,송파구,서울특별시 송파구 송파대로 386 (송파동),1522-3232,general
석촌서호,37.5063929,127.0964684,송파구,서울특별시 송파구 석촌호수로 176 (삼전동),1522-3232,general
문정로데오,37.491858429761606,127.12623104068281,송파구,서울특별시 송파구 동남로 141 (가락동),1522-3232,general
올림픽훼미리,37.491616375205915,127.11626573028454,송파구,서울특별시 송파구 중대로 68 (문정동),1522-3232,general
올림픽공원남문,37.5133,127.123113,송파구,서울특별시 송파구 위례성대로 102 (방이동),1522-3232,general
방이역,37.5084904076542,127.126776485458,송파구,"서울특별시 송파구 마천로 53, 1~2층 (오금동)",1522-3232,general
석촌호수,37.50957859,127.10532641,송파구,서울특별시 송파구 석촌호수로 262 (송파동),1522-3232,general
잠실푸르지오월드,37.517649,127.103426,송파구,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)",1522-3232,general
잠실새내역,37.511679,127.081062,송파구,서울특별시 송파구 올림픽로 96 (잠실동),1522-3232,general
잠실역,37.515272,127.099231,송파구,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층",1522-3232,general
갤러리아팰리스,37.51108365,127.0938059,송파구,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)",1522-3232,general
아시아선수촌,37.51059,127.079047,송파구,서울특별시 송파구 백제고분로 69 (잠실동),1522-3232,general
올림픽아파트,37.515315,127.133237,송파구,서울특별시 송파구 양재대로 1220 (방이동),1522-3232,general
가락본동,37.494812392616524,127.11883481297143,송파구,서울특별시 송파구 송파대로30길 13 (가락동),1522-3232,general
석촌역,37.5042626,127.10610769999994,송파구,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)",1522-3232,general
가락시장역,37.49442875605291,127.1217432178345,송파구,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)",1522-3232,general
가든파이브,37.477974676564614,127.12118515527476,송파구,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴,1522-3232,general
문정역2번출구,37.48629340180307,127.12320273731552,송파구,서울특별시 송파구 문정로 1 (문정동),1522-3232,general
잠실본동,37.5086445885442,127.07949103207,송파구,"서울특별시 송파구 백제고분로 91 (잠실동), 1층",1522-3232,general
송파NC,37.47804418570353,127.12580079741947,송파구,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층,1522-3232,general
송파거여역,37.49360000716603,127.14364544756283,송파구,서울특별시 송파구 오금로 493 (거여동),1522-3232,general
몽촌토성역,37.516913,127.113127,송파구,서울특별시 송파구 위례성대로 6 (방이동),1522-3232,general
송파KT,37.51394208,127.10699228,송파구,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호",1522-3232,general
문정법조타운 한양타워,37.485796586165364,127.11781422446037,송파구,서울특별시 송파구 법원로11길 12 (문정동),1522-3232,general
송파마천사거리DT,37.499829,127.147672,송파구,서울특별시 송파구 거마로 78 (마천동),1522-3232,generalDT
목동파리공원,37.535336,126.878852,양천구,서울특별시 양천구 목동동로 377 (목동),1522-3232,general
등촌역,37.548884,126.86807,양천구,서울특별시 양천구 공항대로 566 (목동) 1층 2층,1522-3232,general
목동행복한,37.52935595865839,126.87589210780987,양천구,서울특별시 양천구 목동동로 309 (목동),1522-3232,general
신정DT,37.521993,126.858865,양천구,서울특별시 양천구 신월로 341 (신정동),1522-3232,generalDT
목동역,37.526684,126.863986,양천구,서울특별시 양천구 목동로 203 (신정동) 1층일부,1522-3232,general
목동오목로,37.525923,126.868438,양천구,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호",1522-3232,general
목동8단지,37.520518,126.868841,양천구,서울특별시 양천구 목동서로 299 (신정동),1522-3232,general
오목교역,37.523855929257174,126.87644987818643,양천구,서울특별시 양천구 오목로 354 (목동),1522-3232,general
신월IC DT,37.529502437956104,126.83220232277918,양천구,서울특별시 양천구 남부순환로 430 (신월동),1522-3232,generalDT
목동7단지,37.528012,126.87053,양천구,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자,1522-3232,general
목동5단지,37.5363856363692,126.88211754815594,양천구,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)",1522-3232,general
목동,37.53638383,126.8785597,양천구,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운,1522-3232,general
현대목동,37.526848,126.875023,양천구,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층",1522-3232,general
목동SBS,37.52896162444895,126.87363009594163,양천구,"서울특별시 양천구 목동서로 161 (목동), 1/2층 일부",1522-3232,general
목동트라팰리스,37.5255,126.8702,양천구,서울특별시 양천구 오목로 299 (목동),1522-3232,general
목동10단지,37.515425616177,126.859603067999,양천구,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호",1522-3232,general
신월동DT,37.5382923530559,126.827101409243,양천구,서울특별시 양천구 남부순환로 319 (신월동),1522-3232,generalDT
타임스퀘어R,37.51755,126.90516,영등포구,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가),1522-3232,reserve
샛강역,37.5183551,126.9312716,영등포구,서울특별시 영등포구 여의대방로 376 (여의도동),1522-3232,general
영등포역,37.517020000646795,126.9091910464292,영등포구,서울특별시 영등포구 경인로 870 (영등포동1가),1522-3232,general
당산대로,37.533121,126.903804,영등포구,서울특별시 영등포구 양평로 22 (당산동6가),1522-3232,general
여의도IFC몰(L1)R,37.525386315990104,126.92606524560121,영등포구,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호,1522-3232,reserve
여의도KBS R,37.526596,126.918456,영등포구,서울특별시 영등포구 의사당대로 26 (여의도동),1522-3232,reserve
여의도화재보험,37.521345,126.926004,영등포구,서울특별시 영등포구 국제금융로6길 38 (여의도동),1522-3232,general
국회대로,37.53026,126.919549,영등포구,서울특별시 영등포구 국회대로 786 (여의도동),1522-3232,general
영등포KT,37.526419,126.905314,영등포구,서울특별시 영등포구 영중로 119 (영등포동8가),1522-3232,general
여의도공원R,37.529129532990446,126.92535729471122,영등포구,서울특별시 영등포구 여의공원로 101 (여의도동),1522-3232,reserve
국회의사당역,37.52805409993459,126.91711953333622,영등포구,서울특별시 영등포구 의사당대로 8 (여의도동),1522-3232,general
여의도역R,37.523328,126.923439,영등포구,서울특별시 영등포구 의사당대로 83 (여의도동) 1층,1522-3232,reserve
선유동이레빌딩,37.534277678053385,126.89697631969191,영등포구,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩,1522-3232,general
동여의도,37.52063015571123,126.93168638298105,영등포구,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비,1522-3232,general
여의도ABL타워,37.518749,126.92779,영등포구,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워,1522-3232,general
영등포신길,37.504566,126.910073,영등포구,"서울특별시 영등포구 신길로 137 (신길동) 1,2층",1522-3232,general
문래역,37.517446,126.895258,영등포구,서울특별시 영등포구 당산로 34 (문래동3가),1522-3232,general
당산,37.534994324005595,126.90000472153657,영등포구,서울특별시 영등포구 양평로 64 (당산동6가),1522-3232,general
여의도한양증권,37.5224498935344,126.929058901725,영등포구,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권,1522-3232,general
여의도일신,37.52774993247095,126.92027623791678,영등포구,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부,1522-3232,general
하이테크시티,37.51445587278118,126.89987943038909,영등포구,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티,1522-3232,general
여의도,37.52403519,126.9245179,영등포구,서울특별시 영등포구 국제금융로2길 28 (여의도동),1522-3232,general
롯데캐슬여의도,37.52025214,126.9263678,영등포구,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호",1522-3232,general
문래동,37.519602,126.889652,영등포구,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)",1522-3232,general
여의도호성,37.52047101976742,126.92920636135348,영등포구,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)",1522-3232,general
타임스퀘어B2,37.516922979246246,126.90330917802369,영등포구,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)",1522-3232,general
영등포본동,37.518713,126.909559,영등포구,서울특별시 영등포구 영등포로 254 (영등포동3가),1522-3232,general
타임스퀘어2F,37.51680365429925,126.90338002881407,영등포구,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가),1522-3232,general
여의도의사당,37.530023,126.92109,영등포구,서울특별시 영등포구 국회대로74길 12 (여의도동),1522-3232,general
여의도IFC(1F),37.525273,126.924668,영등포구,서울특별시 영등포구 국제금융로 10 (여의도동),1522-3232,general
