매장명,위도,경도,구,주소,전화번호,매장타입
여의도교직원공제회,37.52191490479988,126.92558789987339,영등포구,서울특별시 영등포구 여의나루로 50 (여의도동),1522-3232,general
선유도역 1번출구,37.538333,126.893612,영등포구,서울특별시 영등포구 양평로 128 (양평동5가)양평로 128,1522-3232,general
영등포시장역,37.52349264546045,126.90497778447685,영등포구,서울특별시 영등포구 영중로 79 (영등포동7가),1522-3232,general
영등포구청역,37.52789,126.89608,영등포구,서울특별시 영등포구 국회대로 558 ,1522-3232,general
서울양평역,37.523128,126.885809,영등포구,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)",1522-3232,general
영등포시장교차로,37.5204239,126.904446,영등포구,서울특별시 영등포구 영중로 45 (영등포동6가),1522-3232,general
더현대서울(B2)R,37.5258834618679,126.928658229468,영등포구,서울특별시 영등포구 여의대로 108 (여의도동),1522-3232,reserve
여의도브라이튼,37.5241006226166,126.929817318958,영등포구,"서울특별시 영등포구 국제금융로 39 (여의도동, 브라이튼 여의도), 1층",1522-3232,general
여의도TP타워,37.521624938408046,126.92302031330276,영등포구,서울특별시 영등포구 의사당대로 96 (여의도동),1522-3232,general
당산역사거리,37.53409659351415,126.90121370080551,영등포구,서울특별시 영등포구 양평로 47 (당산동5가),1522-3232,general
신풍역,37.5003469620528,126.908438384002,영등포구,서울특별시 영등포구 신풍로 23 (신길동),1522-3232,general
불광역,37.609382,126.9303971,은평구,서울특별시 은평구 통일로 715 (대조동),1522-3232,general
구파발사거리,37.639617,126.91881,은평구,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호,1522-3232,general
연신내역사거리,37.618773940257306,126.92179889674078,은평구,서울특별시 은평구 통일로 842 (불광동),1522-3232,general
연신내,37.6203213,126.9198926,은평구,서울특별시 은평구 통일로 867 (갈현동),1522-3232,general
구파발역,37.63446,126.918881,은평구,서울특별시 은평구 진관2로 12,1522-3232,general
은평구청입구,37.601042,126.926789,은평구,서울특별시 은평구 은평로 170 (응암동),1522-3232,general
은평이마트,37.60037923,126.9202735,은평구,서울특별시 은평구 은평로 111 (응암동),1522-3232,general
구산역,37.611745,126.917678,은평구,서울특별시 은평구 연서로 146 (대조동),1522-3232,general
불광역8번출구,37.61199,126.9289,은평구,서울특별시 은평구 통일로 746 (불광동),1522-3232,general
수색,37.58006406944348,126.89956239090266,은평구,서울특별시 은평구 수색로 216 (수색동),1522-3232,general
새절역,37.5894266730207,126.912863456524,은평구,서울특별시 은평구 증산로 371 (신사동),1522-3232,general
더북한산,37.6554576593266,126.947556374345,은평구,서울특별시 은평구 대서문길 24-11 (진관동),1522-3232,general
녹번역,37.603307621312325,126.93528567756574,은평구,"서울특별시 은평구 통일로 636 (녹번동) 110,111,112,113,114,115호",1522-3232,general
진관DT,37.6501787,126.9361968,은평구,서울특별시 은평구 연서로 645 (진관동),1522-3232,generalDT
연합뉴스,37.57462713751161,126.98047541991131,종로구,서울특별시 종로구 율곡로2길 25 (수송동),1522-3232,general
혜화역,37.5824779,127.0021850,종로구,서울특별시 종로구 대학로12길 4 (동숭동)1~2층,1522-3232,general
경희궁로,37.571759,126.972343,종로구,서울특별시 종로구 새문안로3길 15 (당주동),1522-3232,general
강북삼성병원,37.568546,126.967560,종로구,서울특별시 종로구 새문안로 29 (평동) C관 5층,1522-3232,general
종로평창동,37.60614770769474,126.96736414444056,종로구,서울특별시 종로구 평창12길 3 (평창동),1522-3232,general
광화문우체국,37.57000686119245,126.9780599046084,종로구,서울특별시 종로구 종로 6 (서린동),1522-3232,general
종로R,37.5708,126.9834,종로구,서울특별시 종로구 종로 51 (종로2가),1522-3232,reserve
독립문역,37.571432,126.961269,종로구,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호,1522-3232,general
정부서울청사R,37.574621312530724,126.97367761929035,종로구,서울특별시 종로구 새문안로5가길 28 (적선동),1522-3232,reserve
종로구청,37.572498614917706,126.98095141204923,종로구,서울특별시 종로구 삼봉로 71 (수송동),1522-3232,general
북촌로,37.579419015932245,126.98648560012543,종로구,서울특별시 종로구 북촌로4길 23 (계동),1522-3232,general
종로수송,37.57165162614545,126.98062335393885,종로구,서울특별시 종로구 종로5길 30 (청진동) 1~3층,1522-3232,general
새문안로,37.5698260909968,126.97517631222828,종로구,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,1522-3232,general
안국,37.577393946851735,126.98576427427058,종로구,서울특별시 종로구 북촌로 5-1 (재동),1522-3232,general
삼청동,37.58541226323984,126.98191331140823,종로구,서울특별시 종로구 삼청로 111-1 (삼청동),1522-3232,general
광화문D타워,37.57049132960646,126.97907003783457,종로구,서울특별시 종로구 종로3길 17 (청진동) D타워,1522-3232,general
적선,37.57529940979838,126.97412453401081,종로구,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)",1522-3232,general
인사,37.57220884263517,126.98679819956659,종로구,서울특별시 종로구 인사동길 14 (인사동),1522-3232,general
광화문,37.571254401637304,126.97631064081757,종로구,서울특별시 종로구 세종대로 167 (세종로),1522-3232,generalWT
성대입구,37.582892,126.998392,종로구,서울특별시 종로구 창경궁로 235 (명륜3가),1522-3232,general
스페이스본,37.57493107689841,126.96921731857209,종로구,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본,1522-3232,general
주얼리시티,37.5714829206881,126.998666645245,종로구,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티,1522-3232,general
종각,37.57001689280663,126.98450354974083,종로구,서울특별시 종로구 종로 64 (종로2가),1522-3232,general
동숭로아트,37.582969,127.003876,종로구,서울특별시 종로구 동숭길 110 (동숭동),1522-3232,general
종로관철,37.56913860117361,126.98593280684017,종로구,"서울특별시 종로구 종로12길 21, 2층 (관철동)",1522-3232,general
경복궁역,37.5771508,126.97274530000004,종로구,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)",1522-3232,general
이마빌딩,37.5738637,126.97897149999994,종로구,서울특별시 종로구 종로1길 42 (수송동),1522-3232,general
마로니에공원,37.58154296,127.0023412,종로구,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)",1522-3232,general
종로3가,37.57056485920516,126.99021701586494,종로구,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",1522-3232,general
대학로,37.5764916392943,127.001470988378,종로구,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)",1522-3232,general
경복궁사거리,37.575615939508076,126.9802374336133,종로구,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)",1522-3232,general
종로관수,37.56971102439499,126.98863522829857,종로구,서울특별시 종로구 삼일대로20길 13 (관수동),1522-3232,general
광화문교보문고,37.571017,126.977937,종로구,서울특별시 종로구 종로 1 (종로1가),1522-3232,general
정동,37.568588290965394,126.9700717081199,종로구,서울특별시 종로구 새문안로 42 (신문로2가),1522-3232,general
종로플레이스,37.5731377743929,126.998354975801,종로구,서울특별시 종로구 창경궁로 120 (인의동),1522-3232,general
강북삼성병원1층,37.568546,126.96756,종로구,서울특별시 종로구 새문안로 29 (평동) A관 1층,1522-3232,general
동숭길입구,37.584236,127.002014,종로구,서울특별시 종로구 대학로 146 (혜화동),1522-3232,general
서울대치과병원,37.5774740926489,126.999891434786,종로구,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층,1522-3232,general
서대문역,37.56670,126.96629,종로구,서울특별시 종로구 통일로 134 (평동),1522-3232,general
숭례문북창,37.561725,126.976838,중구,서울특별시 중구 세종대로12길 12 (남대문로4가),1522-3232,general
을지로4가역,37.56634407411786,126.99753246143461,중구,서울특별시 중구 을지로 170 (을지로4가),1522-3232,general
동대문두타,37.56892512604548,127.00878383484597,중구,서울특별시 중구 장충단로 275 (을지로6가),1522-3232,general
대한상공회의소R,37.560938,126.973702,중구,서울특별시 중구 세종대로 39 (남대문로4가) 1층,1522-3232,reserve
국립중앙의료원,37.5665160,127.0062376,중구,서울특별시 중구 을지로 251 (을지로6가),1522-3232,general
동국대,37.561542,126.998437,중구,서울특별시 중구 서애로 1길 11,1522-3232,general
신세계본점5F,37.560951,126.981134,중구,서울특별시 중구 소공로 63 (충무로1가),1522-3232,general
동대문공원,37.565133,127.007191,중구,서울특별시 중구 장충단로 229 (광희동1가),1522-3232,general
을지로국제빌딩,37.566952,126.982219,중구,서울특별시 중구 남대문로 109 (다동),1522-3232,general
동대입구역,37.5596804372304,127.006202929994,중구,서울특별시 중구 장충단로 166 (장충동1가),1522-3232,general
신당역사거리,37.565807,127.01643,중구,서울특별시 중구 다산로 258 (흥인동),1522-3232,general
연세세브란스,37.557207,126.97354,중구,서울특별시 중구 통일로 10 (남대문로5가),1522-3232,general
회현역,37.55947242829924,126.98072554032831,중구,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산,1522-3232,general
을지로경기빌딩,37.56707721942303,126.98322227123015,중구,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,1522-3232,general
을지로2가,37.566347,126.988066,중구,서울특별시 중구 삼일대로 358 (을지로2가),1522-3232,general
신세계본점6F,37.560381,126.980758,중구,서울특별시 중구 퇴계로 77 (충무로1가),1522-3232,general
서울중앙우체국,37.561678,126.982117,중구,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,1522-3232,general
한국프레스센터,37.56724756017782,126.9780493948243,중구,서울특별시 중구 세종대로 124 (태평로1가),1522-3232,general
명동중앙로,37.5637485,126.9857723,중구,서울특별시 중구 명동길 60 (명동 2가),1522-3232,general
약수역,37.555437,127.0107253,중구,서울특별시 중구 다산로 129 (신당동),1522-3232,general
중구저동,37.5643686,126.9903382,중구,서울특별시 중구 수표로 34 (저동2가),1522-3232,general
명동길,37.5620695,126.9858669,중구,서울특별시 중구 명동10길 41,1522-3232,general
서소문로,37.563006,126.974546,중구,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩,1522-3232,general
신당역,37.5654033985295,127.014352404697,중구,"서울특별시 중구 퇴계로 385, 1층 (흥인동)",1522-3232,general
명동메트로,37.565118,126.983681,중구,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,1522-3232,general
숭례문,37.55874473,126.9730952,중구,"서울특별시 중구 세종대로 17, 그레이츠 숭례 1층 (남대문로5가)",1522-3232,general
순화동더샵,37.56006079590111,126.97183790303104,중구,"서울특별시 중구 칠패로 27, 1층 (순화동)",1522-3232,general
환구단,37.56459884548825,126.9792301485792,중구,서울특별시 중구 소공로 112 (소공동),1522-3232,general
무교동,37.567928021468916,126.9792065857694,중구,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,1522-3232,general
문화일보,37.56712291,126.9686642,중구,서울특별시 중구 새문안로 22 (충정로1가) 문화일보,1522-3232,general
태평로,37.56248285,126.9767928,중구,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)",1522-3232,general
퍼시픽타워,37.56132157,126.9730264,중구,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)",1522-3232,general
남산단암,37.55853622,126.9754585,중구,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)",1522-3232,general
황학캐슬,37.57124,127.022905,중구,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아,1522-3232,general
을지로삼화타워,37.566902,126.984707,중구,서울특별시 중구 을지로5길 16 (을지로2가) 1층,1522-3232,general
소공로,37.5637273,126.98076809999998,중구,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",1522-3232,general
을지로한국빌딩,37.565722,126.98329,중구,"서울특별시 중구 을지로 50, 1층 (을지로 2가)",1522-3232,general
시청,37.56629,126.979808,중구,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",1522-3232,general
명동역,37.5608622201549,126.983105390255,중구,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)",1522-3232,general
명동입구,37.563319,126.982242,중구,서울특별시 중구 남대문로 68-1 (명동2가),1522-3232,general
장충라운지R,37.561036913264,127.007334747398,중구,서울특별시 중구 장충단로4길 25 (장충동1가),1522-3232,reserve
충무로,37.5614959808102,126.992823097196,중구,서울특별시 중구 충무로 3 (필동1가),1522-3232,general
이마트타워,37.5607434636967,126.972528391958,중구,서울특별시 중구 세종대로7길 37 (순화동) 1층,1522-3232,general
동호로,37.553478403261,127.011305155237,중구,서울특별시 중구 동호로 171 (신당동),1522-3232,general
무교로,37.56722071682264,126.97907661254083,중구,서울특별시 중구 무교로 15 (무교동),1522-3232,general
청계크리스탈스퀘어,37.5679,126.98933,중구,서울특별시 중구 청계천로 106 (수표동),1522-3232,general
숭례문SG타워,37.5581293,126.9742637,중구,서울특별시 중구 세종대로 14 (남대문로5가),1522-3232,general
세종대로,37.568678,126.976493,중구,서울특별시 중구 세종대로 135-5 (태평로1가),1522-3232,general
동대문디자인플라자,37.56743,127.009758,중구,서울특별시 중구 을지로 281 (을지로7가) 디자인장터,1522-3232,general
별다방,37.5602013,126.9829327,중구,서울특별시 중구 퇴계로 100 (회현동2가),1522-3232,reserve
포포인츠명동,37.5657211,126.9893426,중구,서울특별시 중구 삼일대로10길 36 (저동2가),1522-3232,general
명동남산,37.560809,126.986397,중구,서울특별시 중구 퇴계로 132 (남산동3가),1522-3232,general
명일역,37.55255451856903,127.14388583677322,강동구,서울특별시 강동구 양재대로 1647 (명일동),1522-3232,general
강동구청DT,37.52938776679806,127.12384773690836,강동구,서울특별시 강동구 성내로 32 (성내동),1522-3232,generalDT
강동암사DT,37.555073228709134,127.12992233765308,강동구,서울특별시 강동구 고덕로 43 (암사동),1522-3232,generalDT
굽은다리역,37.54526203653031,127.14298353027375,강동구,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)",1522-3232,general
강동역,37.536047,127.133086,강동구,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)",1522-3232,general
둔촌동,37.52264171306811,127.13398661016131,강동구,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩,1522-3232,general
천호로데오,37.5378069,127.12730940000006,강동구,서울특별시 강동구 천호대로 1037 (천호동),1522-3232,reserve
천호이마트,37.538984278389535,127.12517047134832,강동구,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관,1522-3232,general
길동역,37.53870166831661,127.14013947484787,강동구,서울특별시 강동구 양재대로 1487 (길동),1522-3232,general
상일동,37.550948358388766,127.17409536001483,강동구,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)",1522-3232,general
천호역,37.53795191,127.1245793,강동구,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)",1522-3232,general
명일이마트,37.55417877236837,127.15613409848525,강동구,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장,1522-3232,general
상일동역,37.55756654027894,127.17076356349716,강동구,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)",1522-3232,general
천호사거리,37.539702,127.123542,강동구,서울특별시 강동구 올림픽로 651 (천호동),1522-3232,general
강일역,37.55747468801038,127.17351070838722,강동구,"서울특별시 강동구 고덕로 429 (강일동), 1층",1522-3232,general
올림픽공원북2문,37.5241832,127.1286775,강동구,서울특별시 강동구 강동대로 199 (성내동),1522-3232,general
강동강일,37.57219483916046,127.17494002529294,강동구,서울특별시 강동구 아리수로93나길 54 (강일동),1522-3232,general
천호대로길동,37.534651,127.137210,강동구,서울특별시 강동구 천호대로 1131 거산 유팰리스,1522-3232,general
구로디지털타워,37.483472189,126.896856737,구로구,서울특별시 구로구 디지털로32길 30 (구로동),1522-3232,general
오류동역,37.4962155,126.8448614,구로구,서울특별시 구로구 경인로 216 (오류동),1522-3232,general
구로디지털로,37.485699173,126.895991532,구로구,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)",1522-3232,general
구로에이스,37.484233766,126.894560454,구로구,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)",1522-3232,general
구로하이엔드,37.481618,126.893136,구로구,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)",1522-3232,general
현대디큐브2F,37.509452982,126.889684147,구로구,서울특별시 구로구 경인로 662 (신도림동),1522-3232,general
구로호텔,37.4831293,126.89885909999998,구로구,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)",1522-3232,general
현대디큐브B2,37.50924828,126.889981345,구로구,서울특별시 구로구 경인로 662 (신도림동),1522-3232,general
구로고척,37.49706,126.86315,구로구,서울특별시 구로구 경인로 387 (고척동),1522-3232,general
구로NC,37.501219,126.882798,구로구,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC,1522-3232,general
구로오류DT,37.4881292318832,126.834491889841,구로구,서울특별시 구로구 서해안로 2233 (오류동),1522-3232,generalDT
구로구청,37.49395067031256,126.88676120707717,구로구,"서울특별시 구로구 가마산로 232 (구로동, 스페스큐브), B101호",1522-3232,general
고척아이파크,37.49930562934076,126.8582208923581,구로구,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크), 1층 D-101호",1522-3232,general
신도림힐스테이트,37.506860026202624,126.88463805193277,구로구,서울특별시 구로구 경인로 625 (신도림동),1522-3232,general
답십리역,37.568466,127.051106,동대문구,서울특별시 동대문구 천호대로 263 (답십리동),1522-3232,general
경희대삼거리,37.591531,127.052017,동대문구,서울특별시 동대문구 회기로 141 (회기동),1522-3232,general
외대정문,37.5953464,127.0590302,동대문구,서울특별시 동대문구 이문로 93 (이문동),1522-3232,general
신설동역,37.5767228,127.0255446,동대문구,서울특별시 동대문구 왕산로 19 (신설동),1522-3232,general
회기역사거리,37.590784,127.056098,동대문구,서울특별시 동대문구 이문로 37 (회기동),1522-3232,general
장한평역,37.562337,127.065511,동대문구,서울특별시 동대문구 장한로 10 (장안동),1522-3232,general
경희대,37.5928812,127.05280849999997,동대문구,서울특별시 동대문구 경희대로 16-1 (회기동),1522-3232,general
청량리역롯데캐슬스카이,37.579249267,127.045331071,동대문구,"서울특별시 동대문구 답십리로 27 (전농동, 청량리역 롯데캐슬 SKY-L65)",1522-3232,general
경동1960,37.5796141021494,127.038684963773,동대문구,서울특별시 동대문구 고산자로36길 3 (제기동),1522-3232,general
사이버한국외대,37.5960508006499,127.060761238087,동대문구,서울특별시 동대문구 휘경로 6 (이문동),1522-3232,general
청량리역사,37.580565324,127.048564845,동대문구,서울특별시 동대문구 왕산로 214 (전농동) 청량리역사 Connect Place6층,1522-3232,general
답십리초교사거리,37.5682540295405,127.057240883237,동대문구,서울특별시 동대문구 전농로 38 (답십리동),1522-3232,general
장안사거리,37.5727209002351,127.070092668638,동대문구,서울특별시 동대문구 답십리로 267 (장안동),1522-3232,general
서울숲역,37.541868967552624,127.04489904228212,성동구,서울특별시 성동구 왕십리로 50 (성수동1가) 1층,1522-3232,general
금호역,37.54795819607987,127.01576347145759,성동구,서울특별시 성동구 동호로 99 (금호동4가),1522-3232,general
뚝섬역,37.546432,127.049042,성동구,서울특별시 성동구 아차산로 42 (성수동1가),1522-3232,general
황학사거리,37.567598,127.023713,성동구,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)",1522-3232,general
성수역,37.543193,127.056943,성동구,서울특별시 성동구 성수이로 94 (성수동2가),1522-3232,general
상왕십리역,37.5651102845783,127.028019796271,성동구,서울특별시 성동구 왕십리로 382 (하왕십리동),1522-3232,general
왕십리역,37.5627541,127.0339072,성동구,서울특별시 성동구 왕십리로 326 (도선동),1522-3232,general
한양대,37.55726984,127.0421649,성동구,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층",1522-3232,general
엔터식스,37.56175811,127.0383328,성동구,서울특별시 성동구 왕십리광장로 17 (행당동),1522-3232,general
신금호역,37.55495378704588,127.02011077314176,성동구,서울특별시 성동구 금호로 158-1 (금호동1가) 1~5층 전체,1522-3232,general
뚝섬역교차로,37.547754922352,127.045142362137,성동구,서울특별시 성동구 아차산로 6 (성수동1가),1522-3232,general
왕십리역9번출구,37.5605427226347,127.035267332652,성동구,서울특별시 성동구 고산자로 234 (행당동),1522-3232,general
성수,37.5444620830457,127.055413311106,성동구,서울특별시 성동구 아차산로 104 (성수동2가),1522-3232,general
옥수,37.5430298,127.0133661,성동구,서울특별시 성동구 독서당로 202 (옥수동),1522-3232,general
성수낙낙,37.547326,127.066367,성동구,서울특별시 성동구 광나루로8길 31 (성수동2가) 성수낙낙 1층 101~107호,1522-3232,general
효창공원앞역,37.539305,126.963060,용산구,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)",1522-3232,general
서울역서부,37.555165,126.968446,용산구,서울특별시 용산구 만리재로 202 (서계동),1522-3232,general
이태원역,37.534273,126.994789,용산구,서울특별시 용산구 이태원로 188 (이태원동),1522-3232,general
한강진역R,37.53716526852496,127.00101265422607,용산구,서울특별시 용산구 이태원로 252 (한남동),1522-3232,reserve
용산역써밋R,37.527586,126.965401,용산구,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)",1522-3232,reserve
이촌,37.518605,126.977271,용산구,서울특별시 용산구 이촌로 276 (이촌동),1522-3232,general
신용산역,37.528702,126.966757,용산구,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)",1522-3232,general
용산파크타워,37.523818,126.970389,용산구,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)",1522-3232,general
남영동,37.542831,126.972242,용산구,서울특별시 용산구 한강대로 275 (갈월동),1522-3232,general
한남동R,37.53485,127.010919,용산구,서울특별시 용산구 독서당로 94 (한남동),1522-3232,reserve
서울타워,37.551102,126.988317,용산구,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층,1522-3232,general
서울역동자동,37.551752,126.972694,용산구,서울특별시 용산구 한강대로 372 (동자동),1522-3232,general
순천향입구,37.533394,127.00563,용산구,서울특별시 용산구 대사관로 67 (한남동),1522-3232,general
숙대,37.54460479,126.9672252,용산구,서울특별시 용산구 청파로47길 57 (청파동3가),1522-3232,general
동빙고,37.5290045288412,126.991762757458,용산구,서울특별시 용산구 장문로 12 (동빙고동),1522-3232,general
숙대입구역,37.544225782,126.971957017,용산구,서울특별시 용산구 한강대로 291 (갈월동),1522-3232,general
용산아이파크몰6F,37.52931256899843,126.96568650047514,용산구,서울특별시 용산구 한강대로23길 55,1522-3232,general
동부이촌동,37.52111,126.96905,용산구,서울특별시 용산구 이촌로 198 (이촌동),1522-3232,general
숙명여대정문,37.54474797,126.96484196,용산구,서울특별시 용산구 청파로47길 100 (청파동2가) 프라임관B1F(로비층),1522-3232,general
용산해링턴스퀘어,37.5265379583476,126.967362090447,용산구,서울특별시 용산구 서빙고로 17 (한강로3가),1522-3232,general
경리단길,37.53854,126.98737,용산구,서울특별시 용산구 회나무로 3 (이태원동),1522-3232,general
서울역사,37.55415699928705,126.97179361292846,용산구,서울특별시 용산구 한강대로 405 (동자동) 신-101호,1522-3232,general
용산리첸시아,37.538571,126.967409,용산구,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)",1522-3232,general
용산전자랜드,37.53286105987034,126.96100091132484,용산구,서울특별시 용산구 청파로 74 (한강로3가),1522-3232,general
용산아이파크몰1F,37.52872656009729,126.96447624612843,용산구,서울특별시 용산구 한강대로23길 55 1층 (한강로3가),1522-3232,generalWT
상봉,37.597842,127.092509,중랑구,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)",1522-3232,general
중랑역,37.5930326,127.07473579999998,중랑구,서울특별시 중랑구 망우로30길 3 (상봉동),1522-3232,general
중랑구청,37.60538908,127.0957558,중랑구,서울특별시 중랑구 신내로 72,1522-3232,general
사가정역,37.579594,127.087966,중랑구,서울특별시 중랑구 면목로 310,1522-3232,general
상봉역,37.59689,127.08647,중랑구,서울특별시 중랑구 망우로 307 (상봉동),1522-3232,general
묵동,37.615368,127.076633,중랑구,"서울특별시 중랑구 동일로 952 (묵동, 로프트원 태릉입구역) 1층",1522-3232,general
망우동,37.5995083771241,127.097538751682,중랑구,서울특별시 중랑구 망우로 407 (망우동),1522-3232,general
양원역,37.6066536267232,127.106359790053,중랑구,서울특별시 중랑구 양원역로10길 3 (망우동),1522-3232,general
중화역,37.60170912407773,127.07841136432036,중랑구,서울특별시 중랑구 봉화산로 35 1층,1522-3232,general
